id,title,overview,tagline
15060,Futurama: Into the Wild Green Yonder,"Leela becomes an outlaw when she and a group of ecologically-minded feminists attempt to save an asteroid of primitive life forms and the Violet Dwarf star from being destroyed, while Fry joins a secret society and attempts to stop a mysterious species known as the ""Dark Ones"" from destroying all life in the universe.",All the other galaxies will be green with envy!
13492,Frontier(s),"A gang of young thieves flee Paris during the violent aftermath of a political election, only to hole up at an Inn run by neo-Nazis.",What are your boundaries...
70089,Comet in Moominland,"Moomin, Sniff and My set out to stop a comet approaching the Moomin valley. Along the way they meet Snusmumriken, the beautiful Snorkfröken, Snorken and a Hemul, who join them in their quest.",
14711,Afro Samurai: Resurrection,Afro Samurai avenged his father and found a life of peace. But the legendary master is forced back into the game by a beautiful and deadly woman from his past. The sparks of violence dropped along Afro’s bloody path now burn out of control – and nowhere are the flames of hatred more intense than in the eyes of Sio.,There's no such thing as final vengeance!
16804,Departures,"Daigo, a cellist, is laid off from his orchestra and moves with his wife back to his small hometown where the living is cheaper. Thinking he’s applying for a job at a travel agency he finds he’s being interviewed for work with departures of a more permanent nature – as an undertaker’s assistant.",
1961,My Name Is Bruce,B Movie Legend Bruce Campbell is mistaken for his character Ash from the Evil Dead trilogy and forced to fight a real monster in a small town in Oregon.,Fearless! Unstoppable! Ready For His Close-Up!
20829,Funny People,"Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.","George Simmons was prepared to die, but then a funny thing happened."
18884,Nuremberg,Justice Robert H. Jackson leads Allied prosecutors in trying 21 Germans for Nazi war crimes after World War II.,
38087,Mystery Team,A group of former Encyclopedia Brown-style child-detectives struggle to solve an adult mystery.,No case too hard. No case too tough.
15670,Madea Goes to Jail,"At long last, Madea returns to the big screen in TYLER PERRY'S MADEA GOES TO JAIL. This time America's favorite irreverent, pistol-packin' grandmomma is raising hell behind bars and lobbying for her freedom...Hallelujer!",
19255,Away We Go,"Verona and Burt have moved to Colorado to be close to Burt's parents but, with Veronica expecting their first child, Burt’s parents decide to move to Belgium, now leaving them in a place they hate and without a support structure in place. They set off on a whirlwind tour of of disparate locations where they have friends or relatives, sampling not only different cities and climates but also different families. Along the way they realize that the journey is less about discovering where they want to live and more about figuring out what type of parents they want to be.",
29117,The Unsuspected,"A girl has been murdered. A woman cannot remember a man who claims to be her husband. Her uncle hosts a radio murder mystery show called ""The Unsuspected"". Who killed the girl? Why? And who is this mystery husband?",YOU CAN'T FORSEE IT! YOU CAN'T FORGET IT!
8832,Il Divo,"The narration spans the period since the seventh election of Andreotti as Prime Minister of Italy in 1992, until the trial in which he was accused of collusion with the Mafia.",
15067,"The Good, The Bad, The Weird","The story of three Korean outlaws in 1930s Manchuria and their dealings with the Japanese army and Chinese and Russian bandits. The Good (a Bounty hunter), the Bad (a hitman), and the Weird (a thief) battle the army and the bandits in a race to use a treasure map to uncover the riches of legend.",A Fistful of Fun!
15159,The Pink Panther 2,"When legendary treasures from around the world are stolen, including the priceless Pink Panther Diamond, Chief Inspector Dreyfus is forced to assign Inspector Clouseau to a team of international detectives and experts charged with catching the thief and retrieving the stolen artifacts.",Inspect the unexpected.
7916,Far Cry,"Jack Carver, a former member of the Special Forces takes the journalist Valerie Cardinal to an Island to visit her uncle Max who is working in a Military complex on the Island. As they arrive Valerie gets captured by the minions of Doctor Krüger. After the destruction of his boat Jack finds out about the true purpose of the Facilities on the Island, which is the creation of genetic soldiers.",
20421,Rock-A-Doodle,"Chanticleer is a foolhardy farm rooster who believes his crows can actually make the sun come up and shine. When the sun rises one morning without Chanticleer's crow, he leaves the farm in disgrace and runs off to become a rock 'n' roll singer. But in his absence, a sinister, sunshine-hating owl prepares to take over.","The rousing, rollicking adventure of the world's first rockin' rooster!"
14301,Dr. Horrible's Sing-Along Blog,"Dr. Horrible, an aspiring supervillain with his own video blog, is attempting to join the prestigious Evil League of Evil (led by the legendary ""thoroughbred of sin"", Bad Horse), but his plans are usually foiled by the egotistical superhero Captain Hammer. Dr. Horrible's life is thrown for a loop when he falls in love with Penny, a beautiful and optimistic advocate for the homeless he meets at the laundromat.",He has a Ph.D. in horribleness!
